Country,Region,Happiness,GDP,Support,Life_Exp,Freedom,Corruption,Generosity,Year
Spain,Western Europe,6.354,1.286,1.484,1.062,0.362,0.079,0.153,2019
Panama,Latin America and Caribbean,6.321,1.149,1.442,0.91,0.516,0.054,0.109,2019
Brazil,Latin America and Caribbean,6.3,1.004,1.439,0.802,0.39,0.086,0.099,2019
Uruguay,Latin America and Caribbean,6.293,1.124,1.465,0.891,0.523,0.15,0.127,2019
Singapore,Southeastern Asia,6.262,1.572,1.463,1.141,0.556,0.453,0.271,2019
El Salvador,Latin America and Caribbean,6.253,0.794,1.242,0.789,0.43,0.074,0.093,2019
Italy,Western Europe,6.223,1.294,1.488,1.039,0.231,0.03,0.158,2019
Bahrain,Middle East and Northern Africa,6.199,1.362,1.368,0.871,0.536,0.11,0.255,2019
Slovakia,Central and Eastern Europe,6.198,1.246,1.504,0.881,0.334,0.014,0.121,2019
Trinidad & Tobago,Latin America and Caribbean,6.192,1.231,1.477,0.713,0.489,0.016,0.185,2019
Poland,Central and Eastern Europe,6.182,1.206,1.438,0.884,0.483,0.05,0.117,2019
Uzbekistan,Central and Eastern Europe,6.174,0.745,1.529,0.756,0.631,0.24,0.322,2019
Lithuania,Central and Eastern Europe,6.149,1.238,1.515,0.818,0.291,0.042,0.043,2019
Colombia,Latin America and Caribbean,6.125,0.985,1.41,0.841,0.47,0.034,0.099,2019
Slovenia,Central and Eastern Europe,6.118,1.258,1.523,0.953,0.564,0.057,0.144,2019
Nicaragua,Latin America and Caribbean,6.105,0.694,1.325,0.835,0.435,0.127,0.2,2019
Kosovo,Central and Eastern Europe,6.1,0.882,1.232,0.758,0.489,0.006,0.262,2019
Argentina,Latin America and Caribbean,6.086,1.092,1.432,0.881,0.471,0.05,0.066,2019
Romania,Central and Eastern Europe,6.07,1.162,1.232,0.825,0.462,0.005,0.083,2019
Cyprus,Western Europe,6.046,1.263,1.223,1.042,0.406,0.041,0.19,2019
Ecuador,Latin America and Caribbean,6.028,0.912,1.312,0.868,0.498,0.087,0.126,2019
Kuwait,Middle East and Northern Africa,6.021,1.5,1.319,0.808,0.493,0.097,0.142,2019
Thailand,Southeastern Asia,6.008,1.05,1.409,0.828,0.557,0.028,0.359,2019
Latvia,Central and Eastern Europe,5.94,1.187,1.465,0.812,0.264,0.064,0.075,2019
South Korea,Eastern Asia,5.895,1.301,1.219,1.036,0.159,0.056,0.175,2019
Estonia,Central and Eastern Europe,5.893,1.237,1.528,0.874,0.495,0.161,0.103,2019
Jamaica,Latin America and Caribbean,5.89,0.831,1.478,0.831,0.49,0.028,0.107,2019
Mauritius,Sub-Saharan Africa,5.888,1.12,1.402,0.798,0.498,0.06,0.215,2019
Japan,Eastern Asia,5.886,1.327,1.419,1.088,0.445,0.14,0.069,2019
Honduras,Latin America and Caribbean,5.86,0.642,1.236,0.828,0.507,0.078,0.246,2019
Kazakhstan,Central and Eastern Europe,5.809,1.173,1.508,0.729,0.41,0.096,0.146,2019
Bolivia,Latin America and Caribbean,5.779,0.776,1.209,0.706,0.511,0.064,0.137,2019
Hungary,Central and Eastern Europe,5.758,1.201,1.41,0.828,0.199,0.02,0.081,2019
Paraguay,Latin America and Caribbean,5.743,0.855,1.475,0.777,0.514,0.08,0.184,2019
Northern Cyprus,Western Europe,5.718,1.263,1.252,1.042,0.417,0.162,0.191,2019
Peru,Latin America and Caribbean,5.697,0.96,1.274,0.854,0.455,0.027,0.083,2019
Portugal,Western Europe,5.693,1.221,1.431,0.999,0.508,0.025,0.047,2019
Pakistan,Southern Asia,5.653,0.677,0.886,0.535,0.313,0.098,0.22,2019
Russia,Central and Eastern Europe,5.648,1.183,1.452,0.726,0.334,0.031,0.082,2019
Philippines,Southeastern Asia,5.631,0.807,1.293,0.657,0.558,0.107,0.117,2019
Serbia,Central and Eastern Europe,5.603,1.004,1.383,0.854,0.282,0.039,0.137,2019
Moldova,Central and Eastern Europe,5.529,0.685,1.328,0.739,0.245,0,0.181,2019
Libya,Middle East and Northern Africa,5.525,1.044,1.303,0.673,0.416,0.152,0.133,2019
Montenegro,Central and Eastern Europe,5.523,1.051,1.361,0.871,0.197,0.08,0.142,2019
Tajikistan,Central and Eastern Europe,5.467,0.493,1.098,0.718,0.389,0.144,0.23,2019
Croatia,Central and Eastern Europe,5.432,1.155,1.266,0.914,0.296,0.022,0.119,2019
Hong Kong,Eastern Asia,5.43,1.438,1.277,1.122,0.44,0.287,0.258,2019
Dominican Republic,Latin America and Caribbean,5.425,1.015,1.401,0.779,0.497,0.101,0.113,2019
Bosnia and Herzegovina,Central and Eastern Europe,5.386,0.945,1.212,0.845,0.212,0.006,0.263,2019
Turkey,Middle East and Northern Africa,5.373,1.183,1.36,0.808,0.195,0.106,0.083,2019
Malaysia,Southeastern Asia,5.339,1.221,1.171,0.828,0.508,0.024,0.26,2019
Belarus,Central and Eastern Europe,5.323,1.067,1.465,0.789,0.235,0.142,0.094,2019
Greece,Western Europe,5.287,1.181,1.156,0.999,0.067,0.034,0,2019
Mongolia,Eastern Asia,5.285,0.948,1.531,0.667,0.317,0.038,0.235,2019
North Macedonia,Western Europe,5.274,0.983,1.294,0.838,0.345,0.034,0.185,2019
Nigeria,Sub-Saharan Africa,5.265,0.696,1.111,0.245,0.426,0.041,0.215,2019
Kyrgyzstan,Central and Eastern Europe,5.261,0.551,1.438,0.723,0.508,0.023,0.3,2019
Turkmenistan,Central and Eastern Europe,5.247,1.052,1.538,0.657,0.394,0.028,0.244,2019
Algeria,Middle East and Northern Africa,5.211,1.002,1.16,0.785,0.086,0.114,0.073,2019
Morocco,Middle East and Northern Africa,5.208,0.801,0.782,0.782,0.418,0.076,0.036,2019
Azerbaijan,Central and Eastern Europe,5.208,1.043,1.147,0.769,0.351,0.182,0.035,2019
Lebanon,Middle East and Northern Africa,5.197,0.987,1.224,0.815,0.216,0.027,0.166,2019
Indonesia,Southeastern Asia,5.192,0.931,1.203,0.66,0.491,0.028,0.498,2019
China,Eastern Asia,5.191,1.029,1.125,0.893,0.521,0.1,0.058,2019
Vietnam,Southeastern Asia,5.175,0.741,1.346,0.851,0.543,0.073,0.147,2019
Bhutan,Southern Asia,5.082,0.813,1.321,0.604,0.457,0.167,0.37,2019
Cameroon,Sub-Saharan Africa,5.044,0.549,0.91,0.331,0.381,0.037,0.187,2019
Bulgaria,Central and Eastern Europe,5.011,1.092,1.513,0.815,0.311,0.004,0.081,2019
Ghana,Sub-Saharan Africa,4.996,0.611,0.868,0.486,0.381,0.04,0.245,2019
Ivory Coast,Sub-Saharan Africa,4.944,0.569,0.808,0.232,0.352,0.09,0.154,2019
Nepal,Southern Asia,4.913,0.446,1.226,0.677,0.439,0.089,0.285,2019
Jordan,Middle East and Northern Africa,4.906,0.837,1.225,0.815,0.383,0.13,0.11,2019
Benin,Sub-Saharan Africa,4.883,0.393,0.437,0.397,0.349,0.082,0.175,2019
Congo (Brazzaville),Sub-Saharan Africa,4.812,0.673,0.799,0.508,0.372,0.093,0.105,2019
Gabon,Sub-Saharan Africa,4.799,1.057,1.183,0.571,0.295,0.055,0.043,2019
Laos,Southeastern Asia,4.796,0.764,1.03,0.551,0.547,0.164,0.266,2019
South Africa,Sub-Saharan Africa,4.722,0.96,1.351,0.469,0.389,0.055,0.13,2019
Albania,Central and Eastern Europe,4.719,0.947,0.848,0.874,0.383,0.027,0.178,2019
Venezuela,Latin America and Caribbean,4.707,0.96,1.427,0.805,0.154,0.047,0.064,2019
Cambodia,Southeastern Asia,4.7,0.574,1.122,0.637,0.609,0.062,0.232,2019
Palestinian Territories,Middle East and Northern Africa,4.696,0.657,1.247,0.672,0.225,0.066,0.103,2019
Senegal,Sub-Saharan Africa,4.681,0.45,1.134,0.571,0.292,0.072,0.153,2019
Somalia,Sub-Saharan Africa,4.668,0,0.698,0.268,0.559,0.27,0.243,2019
Namibia,Sub-Saharan Africa,4.639,0.879,1.313,0.477,0.401,0.056,0.07,2019
Niger,Sub-Saharan Africa,4.628,0.138,0.774,0.366,0.318,0.102,0.188,2019
Burkina Faso,Sub-Saharan Africa,4.587,0.331,1.056,0.38,0.255,0.113,0.177,2019
Armenia,Central and Eastern Europe,4.559,0.85,1.055,0.815,0.283,0.064,0.095,2019
Iran,Middle East and Northern Africa,4.548,1.1,0.842,0.785,0.305,0.125,0.27,2019
Guinea,Sub-Saharan Africa,4.534,0.38,0.829,0.375,0.332,0.086,0.207,2019
Georgia,Central and Eastern Europe,4.519,0.886,0.666,0.752,0.346,0.164,0.043,2019
Gambia,Sub-Saharan Africa,4.516,0.308,0.939,0.428,0.382,0.167,0.269,2019
Kenya,Sub-Saharan Africa,4.509,0.512,0.983,0.581,0.431,0.053,0.372,2019
Mauritania,Sub-Saharan Africa,4.49,0.57,1.167,0.489,0.066,0.088,0.106,2019
Mozambique,Sub-Saharan Africa,4.466,0.204,0.986,0.39,0.494,0.138,0.197,2019
Tunisia,Middle East and Northern Africa,4.461,0.921,1,0.815,0.167,0.055,0.059,2019
Bangladesh,Southern Asia,4.456,0.562,0.928,0.723,0.527,0.143,0.166,2019
Iraq,Middle East and Northern Africa,4.437,1.043,0.98,0.574,0.241,0.089,0.148,2019
Congo (Kinshasa),Sub-Saharan Africa,4.418,0.094,1.125,0.357,0.269,0.053,0.212,2019
Mali,Sub-Saharan Africa,4.39,0.385,1.105,0.308,0.327,0.052,0.153,2019
Sierra Leone,Sub-Saharan Africa,4.374,0.268,0.841,0.242,0.309,0.045,0.252,2019
Sri Lanka,Southern Asia,4.366,0.949,1.265,0.831,0.47,0.047,0.244,2019
Myanmar,Southeastern Asia,4.36,0.71,1.181,0.555,0.525,0.172,0.566,2019
Chad,Sub-Saharan Africa,4.35,0.35,0.766,0.192,0.174,0.078,0.198,2019
Ukraine,Central and Eastern Europe,4.332,0.82,1.39,0.739,0.178,0.01,0.187,2019
Ethiopia,Sub-Saharan Africa,4.286,0.336,1.033,0.532,0.344,0.1,0.209,2019
Swaziland,Sub-Saharan Africa,4.212,0.811,1.149,0,0.313,0.135,0.074,2019
Uganda,Sub-Saharan Africa,4.189,0.332,1.069,0.443,0.356,0.06,0.252,2019
Egypt,Middle East and Northern Africa,4.166,0.913,1.039,0.644,0.241,0.067,0.076,2019
Zambia,Sub-Saharan Africa,4.107,0.578,1.058,0.426,0.431,0.087,0.247,2019
Togo,Sub-Saharan Africa,4.085,0.275,0.572,0.41,0.293,0.085,0.177,2019
India,Southern Asia,4.015,0.755,0.765,0.588,0.498,0.085,0.2,2019
Liberia,Sub-Saharan Africa,3.975,0.073,0.922,0.443,0.37,0.033,0.233,2019
Comoros,Sub-Saharan Africa,3.973,0.274,0.757,0.505,0.142,0.078,0.275,2019
Madagascar,Sub-Saharan Africa,3.933,0.274,0.916,0.555,0.148,0.041,0.169,2019
Lesotho,Sub-Saharan Africa,3.802,0.489,1.169,0.168,0.359,0.093,0.107,2019
Burundi,Sub-Saharan Africa,3.775,0.046,0.447,0.38,0.22,0.18,0.176,2019
Zimbabwe,Sub-Saharan Africa,3.663,0.366,1.114,0.433,0.361,0.089,0.151,2019
Haiti,Latin America and Caribbean,3.597,0.323,0.688,0.449,0.026,0.11,0.419,2019
Botswana,Sub-Saharan Africa,3.488,1.041,1.145,0.538,0.455,0.1,0.025,2019
Syria,Middle East and Northern Africa,3.462,0.619,0.378,0.44,0.013,0.141,0.331,2019
Malawi,Sub-Saharan Africa,3.41,0.191,0.56,0.495,0.443,0.089,0.218,2019
Yemen,Middle East and Northern Africa,3.38,0.287,1.163,0.463,0.143,0.077,0.108,2019
Rwanda,Sub-Saharan Africa,3.334,0.359,0.711,0.614,0.555,0.411,0.217,2019
Tanzania,Sub-Saharan Africa,3.231,0.476,0.885,0.499,0.417,0.147,0.276,2019
Afghanistan,Southern Asia,3.203,0.35,0.517,0.361,0,0.025,0.158,2019
Central African Republic,Sub-Saharan Africa,3.083,0.026,0,0.105,0.225,0.035,0.235,2019
South Sudan,Sub-Saharan Africa,2.853,0.306,0.575,0.295,0.01,0.091,0.202,2019
Finland,Western Europe,7.808700085,1.285189509,0.954329729,71.9008255,0.949172199,0.195444584,-0.059482019,2020
Denmark,Western Europe,7.645599842,1.326948524,0.955990791,72.40250397,0.951444268,0.168489456,0.066201776,2020
Switzerland,Western Europe,7.559899807,1.39077425,0.942846596,74.10244751,0.921336651,0.303728431,0.105911039,2020
Iceland,Western Europe,7.504499912,1.326501608,0.974669576,73,0.948891878,0.711709738,0.246944219,2020
Norway,Western Europe,7.487999916,1.42420733,0.952486575,73.20078278,0.955750287,0.263218194,0.13453263,2020
Netherlands,Western Europe,7.448900223,1.338946342,0.93913883,72.30091858,0.908547819,0.364717126,0.20761244,2020
Sweden,Western Europe,7.353499889,1.322235227,0.926311195,72.60076904,0.939144194,0.250880182,0.111614622,2020
New Zealand,North America and ANZ,7.299600124,1.242317915,0.949118972,73.20262909,0.936217487,0.22113885,0.191598073,2020
Austria,Western Europe,7.294199944,1.317285538,0.928045869,73.00250244,0.899989486,0.499954879,0.085429221,2020
Luxembourg,Western Europe,7.237500191,1.536676049,0.906912208,72.59999847,0.90563643,0.367084295,-0.004620588,2020
Canada,North America and ANZ,7.23210001,1.301647663,0.927176654,73.60160065,0.933913231,0.390843362,0.124770768,2020
Australia,North America and ANZ,7.222799778,1.310396433,0.944854617,73.60453796,0.915431738,0.41516912,0.19046016,2020
United Kingdom,Western Europe,7.164500237,1.273061037,0.93668282,72.30160522,0.834743679,0.435915917,0.263732493,2020
Israel,Middle East and North Africa,7.128600121,1.216463685,0.913571239,73.20025635,0.747580588,0.78085506,0.10259372,2020
Costa Rica,Latin America and Caribbean,7.121399879,0.981107712,0.901545942,71.29985046,0.934738934,0.786332428,-0.10242971,2020
Ireland,Western Europe,7.093699932,1.446886778,0.942081571,72.30078888,0.886982977,0.357184172,0.145784974,2020
Germany,Western Europe,7.075799942,1.314184546,0.898874462,72.20201874,0.867371082,0.456422031,0.080179386,2020
United States,North America and ANZ,6.939599991,1.37398684,0.914219022,68.29949951,0.842619538,0.699715316,0.149891734,2020
Czech Republic,Central and Eastern Europe,6.910900116,1.212322354,0.914430678,70.04793549,0.818537354,0.85844624,-0.230861515,2020
Belgium,Western Europe,6.863500118,1.295842767,0.911632538,72.00164795,0.813582063,0.612297952,-0.078691199,2020
United Arab Emirates,Middle East and North Africa,6.790800095,1.431086421,0.849181116,67.08278656,0.941345513,0.594502211,0.123450845,2020
Malta,Western Europe,6.772799969,1.252513289,0.93037951,72.19999695,0.924911439,0.658547282,0.214965805,2020
France,Western Europe,6.663799763,1.268129349,0.937103748,73.80193329,0.825467646,0.583521128,-0.130641967,2020
Mexico,Latin America and Caribbean,6.465000153,1.024387479,0.838665426,68.29902649,0.858709276,0.806821585,-0.175266623,2020
Taiwan Province of China,East Asia,6.45539999,1.327470541,0.894309103,69.59999847,0.77153033,0.73188293,-0.073198698,2020
Uruguay,Latin America and Caribbean,6.440100193,1.071000457,0.92281127,69.00254822,0.892395437,0.635994136,-0.101103112,2020
Saudi Arabia,Middle East and North Africa,6.406499863,1.334328532,0.874067068,66.30514526,0.854191244,0.682619512,-0.168695062,2020
Spain,Western Europe,6.400899887,1.230535269,0.921125412,74.40270996,0.751989543,0.765859902,-0.050961714,2020
Guatemala,Latin America and Caribbean,6.398900032,0.753815711,0.816621482,64.8089447,0.908147573,0.783237457,-0.042938665,2020
Italy,Western Europe,6.38740015,1.236396074,0.889878571,73.60168457,0.66465199,0.873404682,-0.043460999,2020
Singapore,Southeast Asia,6.377099991,1.519580126,0.910268962,76.80458069,0.926645339,0.109784193,0.029879224,2020
Brazil,Latin America and Caribbean,6.375599861,0.952679873,0.896723807,66.48016357,0.799804807,0.770601273,-0.101812392,2020
Slovenia,Central and Eastern Europe,6.363399982,1.208652496,0.939575672,71.1029892,0.936142623,0.817071021,-0.080603383,2020
El Salvador,Latin America and Caribbean,6.34829998,0.748940408,0.806092262,66.10826111,0.833805263,0.754319906,-0.121072978,2020
Kosovo,Central and Eastern Europe,6.325200081,0.840481341,0.820726514,63.88555527,0.861535907,0.922328293,0.190933764,2020
Panama,Latin America and Caribbean,6.304800034,1.097667813,0.902094483,69.60301208,0.880366504,0.851588905,-0.153927714,2020
Slovakia,Central and Eastern Europe,6.280600071,1.194837689,0.922493756,68.90634155,0.749952674,0.918096125,-0.124409303,2020
Uzbekistan,Commonwealth of Independent States,6.257599831,0.696652949,0.926595807,65.10757446,0.974998116,0.501497388,0.248427153,2020
Chile,Latin America and Caribbean,6.228499889,1.096992493,0.879713595,69.90061951,0.744896293,0.838239431,-0.065668367,2020
Bahrain,Middle East and North Africa,6.227300167,1.296692252,0.876342118,68.5,0.905855775,0.7393471,0.13372919,2020
Lithuania,Central and Eastern Europe,6.215499878,1.193559647,0.926107109,67.29407501,0.747381449,0.809583843,-0.219725296,2020
Trinidad and Tobago,Latin America and Caribbean,6.191899776,1.167641521,0.91529417,63.5,0.857907116,0.912230611,5.27E-04,2020
Poland,Central and Eastern Europe,6.186299801,1.16922915,0.874257445,69.31113434,0.862055779,0.686927021,-0.205084071,2020
Colombia,Latin America and Caribbean,6.163400173,0.93220371,0.884440243,67.69958496,0.836179912,0.86457181,-0.161235645,2020
Cyprus,Western Europe,6.15899992,1.21279943,0.805996239,73.70222473,0.779858291,0.856271744,0.043731496,2020
Nicaragua,Latin America and Caribbean,6.13710022,0.620033145,0.857497036,67.50717926,0.863902867,0.665950119,0.020959141,2020
Romania,Central and Eastern Europe,6.123700142,1.120401621,0.825161517,67.20723724,0.842823207,0.934300244,-0.19781521,2020
Kuwait,Middle East and North Africa,6.102099895,1.424833655,0.846475244,66.76764679,0.872366488,0.760849059,-0.100184701,2020
Mauritius,Sub-Saharan Africa,6.101299763,1.07366395,0.910357833,66.40434265,0.889534533,0.805343091,-0.018318573,2020
Kazakhstan,Commonwealth of Independent States,6.057899952,1.122594237,0.934744895,64.60996246,0.811601937,0.764490843,-0.068488635,2020
Estonia,Central and Eastern Europe,6.021800041,1.192441225,0.934729993,68.60495758,0.87770915,0.623073816,-0.111697771,2020
Philippines,Southeast Asia,6.006000042,0.775120676,0.846730053,61.92676163,0.915463448,0.733634114,-0.105463006,2020
Hungary,Central and Eastern Europe,6.000400066,1.164307117,0.921934128,67.60997009,0.718964577,0.892916501,-0.194323018,2020
Thailand,Southeast Asia,5.998799801,1.007029295,0.889973223,67.25059509,0.905063033,0.886272311,0.268685192,2020
Argentina,Latin America and Caribbean,5.974699974,1.028465629,0.900567949,68.80380249,0.831132412,0.842009842,-0.194913864,2020
Honduras,Latin America and Caribbean,5.953199863,0.598763585,0.821870148,67.19876862,0.870603263,0.801131904,0.086969115,2020
Latvia,Central and Eastern Europe,5.949999809,1.14139545,0.918288589,66.8074646,0.671237648,0.795580089,-0.186888844,2020
Ecuador,Latin America and Caribbean,5.925199986,0.853383601,0.836418986,68.50003815,0.859828949,0.801215112,-0.127014965,2020
Portugal,Western Europe,5.910900116,1.168800831,0.886590719,72.40202332,0.888747811,0.892629504,-0.220714301,2020
Jamaica,Latin America and Caribbean,5.889800072,0.779058397,0.915701866,67.09999847,0.858068526,0.888890028,-0.125106767,2020
South Korea,East Asia,5.872399807,1.245300651,0.799387157,73.6027298,0.612965107,0.789067447,-0.043404032,2020
Japan,East Asia,5.870800018,1.26672411,0.883545935,75.00096893,0.809961379,0.654558063,-0.246910349,2020
Peru,Latin America and Caribbean,5.796800137,0.91854918,0.831075251,68.10023499,0.824766099,0.893714964,-0.16238822,2020
Serbia,Central and Eastern Europe,5.77820015,0.988181829,0.881475747,68.21020508,0.726495862,0.843509018,-0.073676221,2020
Bolivia,Latin America and Caribbean,5.747499943,0.730976343,0.803108692,63.6004715,0.875873327,0.822606206,-0.09168113,2020
Pakistan,South Asia,5.69329977,0.616799474,0.689062297,58.25313568,0.734833717,0.745705426,0.04489987,2020
Paraguay,Latin America and Caribbean,5.692100048,0.897990823,0.898727894,65.63993835,0.885923445,0.834788501,0.007997713,2020
Dominican Republic,Latin America and Caribbean,5.689199924,0.983191848,0.882085383,65.80748749,0.866202772,0.755999923,-0.131263286,2020
Bosnia and Herzegovina,Central and Eastern Europe,5.674099922,0.91839546,0.829204142,67.80813599,0.651352704,0.933769107,0.098274559,2020
Moldova,Commonwealth of Independent States,5.607500076,0.707916796,0.843313575,65.01301575,0.721609175,0.913314283,-0.037741039,2020
Tajikistan,Commonwealth of Independent States,5.555699825,0.474874616,0.835297108,64.10459137,0.831383407,0.592076063,-0.025088511,2020
Montenegro,Central and Eastern Europe,5.54610014,1.010150075,0.855314612,68.50534821,0.649565637,0.783121586,-0.075600356,2020
Russia,Commonwealth of Independent States,5.546000004,1.126999617,0.903150737,64.10045624,0.729892612,0.864802599,-0.151153743,2020
Kyrgyzstan,Commonwealth of Independent States,5.541500092,0.513180971,0.887228489,64.10601044,0.909374893,0.888396084,0.154772058,2020
Belarus,Commonwealth of Independent States,5.539899826,1.018854499,0.90674746,66.10433197,0.639163077,0.63571167,-0.164926544,2020
North Cyprus,Western Europe,5.53550005,1.21279943,0.820356607,73.70222473,0.79529351,0.62611568,2.27E-04,2020
Greece,Western Europe,5.514999866,1.128070116,0.814380348,72.40525818,0.541345119,0.859931409,-0.300907373,2020
Hong Kong,East Asia,5.510399818,1.376746058,0.845969081,76.77170563,0.779833794,0.420607209,0.134979904,2020
Croatia,Central and Eastern Europe,5.504700184,1.109024286,0.874623716,70.21490479,0.714838803,0.916495264,-0.128538325,2020
Libya,Middle East and North Africa,5.488800049,1.021913767,0.825942934,62.29999924,0.773157001,0.668779135,-0.085054487,2020
Mongolia,East Asia,5.456200123,0.904872775,0.937142491,62.30448532,0.693351328,0.863511205,0.098093867,2020
Malaysia,Southeast Asia,5.384300232,1.168421626,0.816509426,67.10215759,0.894626856,0.839302301,0.114726797,2020
Vietnam,Southeast Asia,5.353499889,0.718092382,0.849987149,67.9527359,0.939592957,0.79642123,-0.094533332,2020
Indonesia,Southeast Asia,5.285600185,0.891720712,0.808379889,62.15584946,0.870614409,0.876296401,0.519586504,2020
Ivory Coast,Sub-Saharan Africa,5.233300209,0.537094414,0.658048689,49.50377274,0.727909327,0.790771961,-0.043991156,2020
Benin,Sub-Saharan Africa,5.21600008,0.366244704,0.468671143,54.31246567,0.735182583,0.740532577,-0.003537213,2020
Maldives,South Asia,5.197599888,0.937864304,0.91316092,70.59999847,0.853962779,0.824211061,0.038085498,2020
Congo (Brazzaville),Sub-Saharan Africa,5.194399834,0.633616745,0.640228093,57.92448044,0.719058514,0.751779079,-0.123674095,2020
Azerbaijan,Commonwealth of Independent States,5.164800167,0.990272701,0.819308281,65.50839996,0.786824107,0.55253756,-0.240255281,2020
Macedonia,Central and Eastern Europe,5.159800053,0.935371995,0.820392311,67.50442505,0.738840938,0.897490501,-0.019877451,2020
Ghana,Sub-Saharan Africa,5.147999763,0.575862467,0.728601098,57.20398712,0.794796526,0.847964764,0.094170853,2020
Nepal,South Asia,5.137199879,0.444050372,0.785512447,63.77917862,0.797565043,0.738099158,0.154168829,2020
Turkey,Middle East and North Africa,5.131800175,1.127169251,0.826313555,66.90281677,0.608830452,0.748197377,-0.171046436,2020
China,East Asia,5.123899937,0.990533412,0.798760593,69.2891922,0.898517907,0.7539711,-0.18142575,2020
Turkmenistan,Commonwealth of Independent States,5.119100094,1.008963585,0.958966196,62.21170807,0.826457024,0.883691847,0.187671542,2020
Bulgaria,Central and Eastern Europe,5.101500034,1.046554685,0.937840343,66.80397797,0.745178163,0.935585141,-0.143908441,2020
Morocco,Middle East and North Africa,5.094799995,0.75862211,0.592628479,65.89624023,0.772072434,0.815724611,-0.240377247,2020
Cameroon,Sub-Saharan Africa,5.084899902,0.503958046,0.700386405,52.7049408,0.763051808,0.851336598,-0.00149645,2020
Venezuela,Latin America and Caribbean,5.053199768,0.770238638,0.890408158,66.50534058,0.62327832,0.837038398,-0.169090509,2020
Algeria,Middle East and North Africa,5.005099773,0.943856001,0.803385139,65.90517426,0.466610909,0.735485137,-0.121105164,2020
Senegal,Sub-Saharan Africa,4.980800152,0.504061818,0.723616004,59.59915161,0.690596163,0.808785141,-0.052335154,2020
Guinea,Sub-Saharan Africa,4.949299812,0.390007734,0.637573481,54.46780014,0.706846774,0.761794448,0.076328471,2020
Niger,Sub-Saharan Africa,4.909599781,0.108330332,0.617435038,53.50009537,0.759772122,0.722530186,0.013860817,2020
Laos,Southeast Asia,4.888599873,0.714693844,0.737502217,58.70992279,0.907213569,0.634679317,0.11137148,2020
Albania,Central and Eastern Europe,4.882699966,0.906653047,0.671070457,68.70813751,0.781994224,0.896303713,-0.042309489,2020
Cambodia,Southeast Asia,4.848400116,0.544634938,0.773080647,61.52996826,0.959704638,0.822769046,0.051911179,2020
Bangladesh,South Asia,4.832799911,0.556156278,0.687292993,64.50306702,0.90062499,0.661843538,-0.033664726,2020
Gabon,Sub-Saharan Africa,4.829299927,0.988044381,0.787886858,59.71533966,0.704829216,0.849150956,-0.222261623,2020
South Africa,Sub-Saharan Africa,4.814099789,0.902140439,0.852532268,56.50601196,0.759330094,0.843423843,-0.109777324,2020
Iraq,Middle East and North Africa,4.784800053,0.982018709,0.747694969,59.90354919,0.633182645,0.82226181,-0.06956476,2020
Lebanon,Middle East and North Africa,4.771500111,0.889232516,0.824338138,67.10658264,0.551357508,0.90225625,-0.06121527,2020
Burkina Faso,Sub-Saharan Africa,4.768700123,0.302467644,0.712943614,53.88945389,0.665563583,0.739795029,-0.019080516,2020
Gambia,Sub-Saharan Africa,4.750599861,0.256990552,0.6931687,55.0120163,0.733163178,0.690717816,0.343198717,2020
Mali,Sub-Saharan Africa,4.729300022,0.352462649,0.731468976,51.72698212,0.71156615,0.839328408,-0.044366926,2020
Nigeria,Sub-Saharan Africa,4.724100113,0.645901859,0.73721689,49.86190796,0.759578407,0.861874342,0.033745807,2020
Armenia,Commonwealth of Independent States,4.676799774,0.808262408,0.757479429,66.75065613,0.712017834,0.773544788,-0.13877961,2020
Georgia,Commonwealth of Independent States,4.672599792,0.847198069,0.629033029,64.49520874,0.801641524,0.665944695,-0.22892037,2020
Iran,Middle East and North Africa,4.672399998,1.029322505,0.694689691,66.00614929,0.647873282,0.714635968,0.117891103,2020
Jordan,Middle East and North Africa,4.633399963,0.785179198,0.80216372,66.79975128,0.75104779,0.700344324,-0.162565202,2020
Mozambique,Sub-Saharan Africa,4.623600006,0.178741366,0.723874032,54.20582199,0.864451885,0.683019102,0.032375868,2020
Kenya,Sub-Saharan Africa,4.583000183,0.476413399,0.702652037,60.09693146,0.829747558,0.831499159,0.294681519,2020
Namibia,Sub-Saharan Africa,4.571100235,0.84008199,0.846880972,56.50148773,0.767520964,0.851449788,-0.18530646,2020
Ukraine,Commonwealth of Independent States,4.56069994,0.780434608,0.878879368,64.60678101,0.663081884,0.920636714,-0.030933706,2020
Liberia,Sub-Saharan Africa,4.557899952,0.174103007,0.70928055,56.09631348,0.735268712,0.856375933,0.04227322,2020
Palestinian Territories,Middle East and North Africa,4.552800179,0.587819219,0.825295925,62.25,0.645791829,0.824199975,-0.162079096,2020
Uganda,Sub-Saharan Africa,4.43200016,0.312337428,0.764994621,55.70820236,0.731713951,0.836737812,0.099487431,2020
Chad,Sub-Saharan Africa,4.422699928,0.302287489,0.632388055,48.22053909,0.587305248,0.802760839,0.017834719,2020
Tunisia,Middle East and North Africa,4.392199993,0.874742687,0.688718557,66.89785767,0.593361557,0.867590249,-0.216413811,2020
Mauritania,Sub-Saharan Africa,4.374599934,0.539684892,0.790819228,57.01017761,0.551522553,0.746223509,-0.106008142,2020
Sri Lanka,South Asia,4.327000141,0.897986948,0.825374067,67.20006561,0.837633669,0.859001756,0.081129618,2020
